Entity1,Entity2,y_true,ChatGPT40-mini_baseline_y_pred,WebRag_y_pred
|Brand: APC UPS |Title: APC Smart-UPS 1500VA LCD Tower UPS |Description: APC Smart-UPS 1500VA LCD Tower UPS,"|Title: APC Smart-UPS USV Stromversorgung, 640W, 230V |Price: 970.800 EUR",0,1,0
|Brand: REMO |Title: Remo Coated Ambassador 10 Inch Drum Head Skin BA-0110 |Price: 25.50 AUD,"|Title: Remo Ambassador Coated Drum Heads |Price: 1.375E1 GBP |Description: The Ambassador Coated is the most popular Drumhead in the world, featuring the perfect combination of warm, open tones with bright attack and controlled sustain. Constructed with 1-ply 10-mil Coated film, AmbassadorCoated Drumheads are the industry standard for all applications. Available in sizes 6\"" - 40\"".SPECIFICATIONIdeal for Tom, Bass and Snare batter applicationsAvailable in sizes 6\"" - 40\""1-ply 10-mil Coated FilmThe worlds most popular 1-ply Coated DrumheadProvides bright attack and controlled sustain",0,1,1
"|Title: 12 GAUGE WINCHESTER SUPER TARGET 2-3 4\"" #8 SHOT (25 ROUNDS) |Price: 10.25 USD |Description: This trap and skeet load from Winchester's Super Target series delivers reliable clay-busting performance with every shot. Each shell in this box of 25 fires a one ounce column of #8 shot at a muzzle velocity of 1,180 feet per second, producing nice tight patterns without punishing recoil.Winchester Super Target shells are loaded in Oxford, Mississippi and use high quality powder and hinged wads that provide better accuracy.Place an order for $99 or more and enjoy free shipping from AmmoMan.com!","|Title: Winchester 12 Ga 1 1 8 Oz #8 2 3 4\"" 3Dr Super Target 1200 Fps Ammunition (25 Rounds) |Price: 8.29 USD |Description: Winchester Shotshell Ammo 12 Ga 1 1 8 Oz #8 2 3 4\"" 3Dr Super Target 1200 Fps (25)",0,1,1
"|Brand: Targus |Title: Privacy Screen 22\""W (16:10) |Price: 103,99 EUR",|Title: TARGUS Privacy Screen 22inch Widescreen |Price: 63.5 EUR,1,0,1
|Title: Skout's Honor Probiotic Shampoo + Conditioner Dog of the Woods (Sandalwood Vanilla) 16oz |Price: 2.999E1 USD |Description: Probiotic Shampoo Plus Conditioner Dog of the Woods,|Brand: SKOUTS HONOR |Title: SKOUTS HONOR SKOUT'S HONOR SHAM COND 16OZ |Price: 20.99 USD,1,0,0
"|Brand: Shimano |Title: Shimano Deore XT BL-M8100 BR-M8120 Disc Brake and Lever - Rear, Hydraulic, Post Mount, 4-Piston, Finned Metal Pads, Black |Price: 284.99 CAD","|Title: Deore XT BL-M8100 BR-M8120 Disc Brake and Lever |Price: 209.99 USD |Description: With a focus on reduced weight and cross-country tuned stopping power, Shimano Deore XT brakes provide intuitive modulation so that you can explore your limits with confidence. The levers feature...",0,1,1
|Title: Epson A4 Glossy Photo Paper 20 Sheets |Price: 9.96 GBP |Description: Epson A4 Glossy Photo Paper 20 Sheets,"|Title: EPSON S041287 premium glossy photo paper 255g m², A4 20vel",0,1,1
"|Brand: Flash Furniture |Title: Commercial Grade 30\"" High Backless Yellow Metal Indoor-Outdoor Barstool with Square Seat |Price: 38.49 USD |Description: Let the clean lines and simple design of this square, industrial style barstool add a modern appearance to your home or business with this colorful bar height stool. This space-saving stool is stackable making it great for storing. This stool features a backless, lightweight design that is easy to move from your dining room to the patio or sidewalk. A cross brace underneath the seat adds extra stability and features plastic caps that prevent the finish from scratching when stacked. The lower support brace doubles as a footrest and protective floor glides prevent damage to flooring. This all-weather use stool is great for indoor and outdoor settings. For longevity, care should be taken to protect from long periods of wet weather. The unique design of this backless stool gives it the versatility to be used in multiple spaces.",|Title: 30'' HIGH BACKLESS METAL INDOOR-OUTDOOR BARSTOOL WITH SQUARE SEAT |Price: 41.65 USD |Description: Shipping Weight: 15 lbs. Seat Size: 12''W x 12''D Seat Height: 30''H Overall Width: 17''W Overall Depth: 17''D Overall Height: 30''H Weight Capacity: 500.000 lbs. Outbound Shipping: **4 Per Box** Additional Info: Stackable Industrial Style Modern Stool 500 lb. Weight Capacity Stacks 4 to 8 High Backless Design Drain Hole in Seat Seat Size: 12''W Powder Coat Finish Galvanized Steel Construction Cross Brace under seat provides extra stability Plastic Caps on cross brace protect finish when stacked Footrest Protective Plastic Floor Glides Lightweight Design Designed for Indoor and Outdoor Use Designed for Commercial and Residential Use,0,1,1
|Title: Samsung A515 Galaxy A51 Dual Sim (blue) -128 GB - DE,"|Title: Galaxy A51 Dual SIM (4 128GB, schwarz) - EU Modell |Price: 315.00 CHF",0,1,0
|Title: CW Brand CT201633 CM CP305 Cyan Toner |Price: 129.00 NZD |Description: This is a Cartridge World brand CT201633 Cyan Toner cartridge - it has been carefully manufactured to work in the appropriate range of FujiXerox printers. These consumables offer an economical alternative to the genuine product and come with a complete 100% satisfaction guarantee. This cartridge will print approximately 3000 A4 pages at 5% coverage.,"|Title: Fuji Xerox CT201633 Cyan Toner Cartridge Genuine |Price: 197.06 AUD |Description: Fuji Xerox CT201633 Cyan Toner Cartridge - 3,000 Pages.",1,0,1
|Title: 5.0 cu. ft. Smart Single Wall Oven with True Convection Cooking |Price: -1.0 USD,"|Title: 30\"" Single Wall Oven with True Convection and Frozen Bake Technology - Stainless Steel |Price: 1799.00 USD |Description: …app, add your appliance and follow the guided experience to get up and running quickly. Approximate Dimensions (Inches) Height: 28 3 4 Width: 30 Depth: 26 7 16 Model Number: wos72ec0hs WOS72EC0HS Whirlpool 30\"" Single Wall Oven with True Convection and Frozen Bake Technology - Stainless Steel",1,0,1
|Title: ST33000650NS EQL 3TB 7.2K 3.5 SATA PS6510E |Price: 8416850 VND |Description: Description:Dell EqualLogic 3-TB 7.2K RPM 3G(3Gb s) 3.5-inch SATAHot-Plug Hard Drive in Dell EqualLogic PS6500 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS6500EDell EqualLogic PS6510EPart Number(s)Seagate Part# ST33000650NS-EQL,|Brand: Seagate |Title: Constellation ES.2 ST33000650NS 3 TB Internal Hard Drive |Price: 99.99 USD |Description: SEAGATE CONSTELLATION ES.2 3TB INTERNAL HARD DRIVE. 1 YEAR WARRANTY.Sold Individually.,1,1,1
"|Title: Optimum Nutrition, Gold Standard, 100% Whey, White Chocolate, 5 lb (2.27 kg) |Price: 235.74 ILS |Description: 24 g Protein5.5 g BCAAs4 g Glutamine & Glutamic AcidNaturally & Artificially FlavoredWhey Protein Isolate - Primary SourceProtein Powder Drink Mix100% of The Protein From Whey73 ServingsTRUE STRENGTH®The True Strength of WheyWhey Protein Isolates (WPIs) are the purest form of whey protein that currently exists. WPIs are costly to use, but rate among the best protein that money can buy. That's why they're the first ingredient you read on the Gold Standard 100% Whey™ label. By using WPI as the primary ingredient along with premium ultra-filtered whey protein concentrate (WPC), we're able to pack 24 grams of muscle-building protein into every serving. ON's attention to detail also extends to mixability. This superior quality powder has been instantized to mix easily using a shaker cup or just a glass and spoon. There's no doubt that this is the standard by which all other whey proteins are measured.Beyond The Basics77% Protein by Weight (24 g Protein per 31 Serving Size).Whey protein Isolates (WPI) Main Ingredient.Whey Protein Microfractions from Whey Protein Isolate and Ultra-Filtered Whey Protein Concentrate.Over 4 Grams of Glutamine & Glutamic Acid in Each Serving.More than 5 Grams of the Branched Chain Amino Acids (BCAAs) Leucine, Isoleucine, and Valine in Each Serving.The \""Gold Standard\"" for Protein Quality.",|Title: Optimum Nutrition Gold Standard 100% Whey Chocolate Coconut - 5 lbs |Price: 2061.12 MXN,0,1,0
"Title: Seagate Backup Plus Slim STHN2000406hard drive - 2 TB - USB 3.0 Price: 68.96 GBP Description: Features mobile backup using the Seagate Mobile Backup AppProtect your stuff with easy, flexible backupsBack up from Facebook and Flickr and share to YouTubeEasy to share files between Windows and Mac computersUSB 3.0 plug-and-play with no bulky power supply adapters",Title: Seagate Backup Plus Slim 2TB silber,0,1,1
"Title: Evans EQ3 Frosted Bass Drum Head, 20\"" Price: 62.00 GBP Description: Evans EQ3 20\"" Frosted Bass Drum Head-BD20GB3C.The EQ3 two-ply frosted bass drum head comes fitted withan internal overtone control ring along witha removable muffle ring for extreme articulation and ultimate endurance.The Evans EQ3 series drum heads feature two plies of 6.5mil film and delivera controlled low-end rumble and focused attack. Due to its articulation and endurance, the EQ3 drum heads are especially suitable for live playing and will not distort under heavy hitting.Size:20\""","Title: Evans 20\"" EQ3 Coated BD20GB3C Price: 50.5 EUR Description: Shipping: 6 € (Peninsula and Balearic Islands)Delivery times: 1-2 business days from shipment for stock itemsFree delivery for orders over 300 €Store pickup: You can pick up free of charge at our shop in Sevilla More information about Shipping & DeliveryIf you are not satisfied, we accept returns and exchanges for 15 calendar days from the delivery of the order.More information on returns and exchanges",1,0,0
Title: Baseus S09 Bluetooth Wireless Earbuds Price: 26.00 USD Description: Quality sound Comfortable to wear Magnetic function Quick recharge IPX5 waterproof,"Title: Bluetooth In-Ear Earphones with Microphone Price: 40.00 USD Description: Item Type: In-Ear EarphonesMaterial: Metal, PlasticCable Length: 60 cm   23.62 inchStandby Time: 100 hoursAction Time: 5 HoursBrand: BaseusFeature: BluetoothPackage Includes:1 x Earphones",1,0,0
"Title: Optimum Nutrition Gold Standard Whey Protein Powder Price: 54.99 GBP Description: From runners to rugby players and tennis players to triathletes, whenever any type of athlete trains or competes their muscles need preparing and repairing to put them in the best shape next time out.Help kick starts your muscle growth with Optimum Nutrition’s Gold Standard 100% Whey. The world’s #1 selling whey protein powder delivers24 grams of protein with low levels of fat and 120 calories.5.5 grams of naturally occurring BCAA in each serving4 g glutamine & glutamine acidIngredientsProtein Blend (Whey Protein Isolates*, [Contains Emulsifier: Soy Lecithin], Whey Protein Concentrate*, Whey Peptides*), Flavorings, Cookie Biscuit Crumbs, Wheat Flour, Sugar, All-Vegetable Shortening, Reduced Fat Cocoa Powder, Salt, Raising Agent [Sodium Bicarbonate]), Salt, Stabilizers (Carrageenan, Guar Gum), Sweeteners (Sucralose, Acesulfame Potassium), Enzyme Complex (Amylase, Protease, Cellulase, Beta-D-Galactosidase, Lipase).Ingredients and nutritional values mayvary slightly depending on flavour.NutritionCalories111 KCALProtein24 GCarbohydrate2.4GOf Which Sugars1.3 GFat0.8GOf WhichSaturates0.5 GFibre0.1 GIngredients and nutritional values mayvaryslightly depending on flavour.","Title: Optimum Nutrition, Gold Standard 100% Whey, Delicious Strawberry, 5 lbs (2.27 kg) Price: 1456.36 MXN Description: For Muscle Support & Recovery24 g Protein - Helps Build and Maintain Muscles‡5.5 g BCAAs** - Supports Endurance and RecoveryNaturally & Artificially FlavoredWhey Protein Isolates - Primary SourceBanned Substance Tested100% of the Protein from WheyProtein Powder Drink Mix73 ServingsNo Artifical Growth Hormones♦Strength TrainingSports PerformanceActive LifestyleAuthentic Optimum Nutrition ProductGluten FreeInformed-Choice - Trusted by SportWhy GOLD STANDARD 100% WHEY™ ?Packed with 24 grams of high-quality protein per serving to help build muscle‡.Whey Protein Isolate (WPI) is the primary ingredient with further carbs and fat 'isolated' out.11 grams of naturally occurring Essential Amino Acids (EAAs) to support muscle recovery.The GOLD STANDARD® for protein quality, fueling over 2 billion workout recoveries worldwide since 1998.OPTIMUM® NUTRITION has been trusted to provide the highest quality in post-workout recovery, pre-workout energy, and on-the-go sports nutrition for over 30 years and in 90+ countries. After careful supplier selection, each ingredient is tested to assure exceptional purity, potency and composition. We hold ourselves to the highest production standards, all so you can unlock your body's full potential.**Naturally Occurring Amino Acids‡When taken over time with regular resistance training♦No significant difference has been shown between milk derived from rBST-treated and Non-rBST treated cows.Informed-Choice is a quality assurance program for sports nutrition products. The program certifies that nutritional supplements that bear the Informed-Choice logo had been tested for banned substances by the world class sports anti-doping lab, LGC Limited.",0,1,1
"Brand: Asus Title: ASUS ZenScreen 15.6\"" FHD IPS, USBC, Flicker Free, Blue Light Filter, Anti Glare Portable Screen (MB1 Price: 209.988 GBP Description: Portable Monitor, USB-C connection, Blue Light Filter to pretect your eyes, Slim Design, Lightweight, Grey in Colour, IPS Panel","Title: Asus 15,6"" ZenScreen MB16AP Price: 2502.00 DKK Description: 1920x1080 IPS, 800:1, Smart Case, Battery, USB-C",0,1,0
"Title: uni POSCA Acrylic Paint Marker - PC-3M Fine - 16 Color Set Price: 41.40 USD Description: The POSCA Acrylic Paint Marker PC-3M Fine 16 Color Set contains black, white, red, yellow, blue, light blue, green, light green, pink, orange, violet, beige, grey, brown, gold and silver.",Title: Uni Pc3M Posca Marker Brown Price: 2.94 GBP,0,1,0
Brand: DJI Title: DJI DJI | Mavic 2 Enterprise Dual - with Enterprise Shield Basic CP.EN.00000107.01 Price: 3929.99 CAD,"Title: DJI Mavic 2 Enterprise Dual Price: 999999 EUR Description: Mavic 2 Enterprise Dual - 4 Rotoren - 12 MP - 3840 x 2160 Pixel - 0,899 kg - 3850 mAh - Schwarz - Grau",0,1,1
Title: 2TB Backup Plus Slim - Red Price: 119.99 NZD Description: Textured metal finish fits in with modern lifestyle elements.,"Title: Seagate Backup Plus Slim 2 To - Gris Price: 89.99 EUR Description: Disque dur externe 2.5"" - USB 3.0",0,1,1
"Title: Replica watch Replica Rolex Datejust 31 18 ct Everose gold M278275-0027 Price: 122.4 USD Description: Are you looking for the AAA qualitywith low price replica Replica Rolex Datejust 31 18 ct Everose gold M278275-0027 watch? Watchesyoga.co will be your good choice,We can offer Grand choice 1:1 Replica watches include almost all luxury brands,Offer the best replicas with a reasonable price,It is the best Choice below $300.Basic information for Genuine watchSpecificationsReference: 278275Model case: Oyster, 31 mm, Everose goldOyster architecture: Monobloc middle case, screw-down case back and winding crownDiameter: 31 mmMaterial: 18 ct Everose goldBezel: FlutedWinding crown: Screw-down, Twinlock double waterproofness systemCrystal: Scratch-resistant sapphire, Cyclops lens over the dateWater-resistance: Waterproof to 100 metres 330 feetMovement: Perpetual, mechanical, self-windingCalibre: 2236, Manufacture RolexPrecision: -2 +2 sec day, after casingFunctions: Centre hour, minute and seconds hands. Instantaneous date with rapid setting. Stop-seconds for precise time settingOscillator: Syloxi hairspring in silicon with patented geometry. High-performance Paraflex shock absorbersWinding: Bidirectional self-winding via Perpetual rotorPower reserve: Approximately 55 hoursBracelet: President, semi-circular three-piece linksBracelet material: 18 ct Everose goldClasp: Concealed folding CrownclaspDial: Dark rhodiumCertification: Superlative Chronometer (COSC + Rolex certification after casing)Buy High quality Replica Tag Heuer Carrera Calibre 16 Chronograph 41mm Mens Watch CBM2110.BA0651 From China with low Price,Cheap 1:1 fake tag heuer Carrera CBM2110.BA0651 perfect functions.","Title: Rolex Datejust 31 18 ct Everose gold M278275-0027 Dark rhodium Dial Price: 145 USD Description: If you're looking for a brand of new fashion replica watch, you've come to the right place. We always keep an eye out for anything new on the replica watch scene. So, keep coming back or else you might miss out on some amazing deals and unbelievable watch news. And remember, if it's a watch replica, then we've got it covered. Here in our online store, Purchase top quality replica Rolex Datejust 31 18 ct Everose gold M278275-0027 Dark rhodium Dial watches at Cloudwatches.co.Replica Watch DetailsSpecificationsReference: 278275Model case: Oyster, 31 mm, Everose goldOyster architecture: Monobloc middle case, screw-down case back and winding crownDiameter: 31 mmMaterial: 18 ct Everose goldBezel: FlutedWinding crown: Screw-down, Twinlock double waterproofness systemCrystal: Scratch-resistant sapphire, Cyclops lens over the dateWater-resistance: Waterproof to 100 metres   330 feetMovement: Perpetual, mechanical, self-windingCalibre: 2236, Manufacture RolexPrecision: -2 +2 sec day, after casingFunctions: Centre hour, minute and seconds hands. Instantaneous date with rapid setting. Stop-seconds for precise time settingOscillator: Syloxi hairspring in silicon with patented geometry. High-performance Paraflex shock absorbersWinding: Bidirectional self-winding via Perpetual rotorPower reserve: Approximately 55 hoursBracelet: President, semi-circular three-piece linksBracelet material: 18 ct Everose goldClasp: Concealed folding CrownclaspDial: Dark rhodiumCertification: Superlative Chronometer (COSC + Rolex certification after casing)",1,1,1
"Title: Seagate Backup Plus Slim STHN2000406hard drive - 2 TB - USB 3.0 Price: 68.96 GBP Description: Features mobile backup using the Seagate Mobile Backup AppProtect your stuff with easy, flexible backupsBack up from Facebook and Flickr and share to YouTubeEasy to share files between Windows and Mac computersUSB 3.0 plug-and-play with no bulky power supply adapters","Brand: Seagate Title: Seagate Backup Plus Slim 2TB USB 3.1 (Gen 1 Type-A) Portable External Hard Drive - Red Price: 70.99 USD Description: Backup Plus Slim 2TB USB 3.1 (Gen 1 Type-A) Portable External Hard Drive - Red. The Seagate Backup Plus Slim Portable Drive for Mac is the simple, one-click way to protect and share your entire digital life. Perfect to take on the go, the sleek metal case design allows for the thinnest portable hard drive available with up to 2TB of capacity. It goes anywhere, without getting in your way.",0,1,1
"Brand: Garmin Title: GARMIN Replacement Band Black For Forerunner 935 010-11251-0Q Price: 19.99 GBP Description: REPLACEMENT BLACK WATCH BAND FR935Stay stylish and sport-ready by swapping out your Forerunner watch band for a new color on compatible models. Simply remove your current watch band and screw on the new band for a comfortable and enhanced fit. Band, pins and pin removal tools included. Individual colors sold separately","Brand: Garmin Title: Garmin Forerunner 935 945 Watch Band - Black with Slate Hardware (010-11251-2C) Price: 45.00 AUD Description: Garmin 22mm Watch Band - Black Slate (Forerunner 945)Stay stylish and sport-ready by swapping out your compatible watch band for a new color on your Garmin Forerunner 945 935. Simply remove your current watch band and screw onthe new band for a comfortable and enhanced fit. Band, pins and pin removal tools included.This band originally came with the Forerunner 945.",0,1,1
Brand: Shimano Title: Shimano BR-M8120 XT 4-Piston Disc Brakes - Rear Brake (1700mm) Price: 209.99 USD,"Title: Deore XT BL-M8100 BR-M8120 Disc Brake and Lever Price: 209.99 USD Description: With a focus on reduced weight and cross-country tuned stopping power, Shimano Deore XT brakes provide intuitive modulation so that you can explore your limits with confidence. The levers feature...",0,1,1
Title: Optimum Nutrition Gold Standard 100% Whey Chocolate Coconut - 5 lbs Price: 2061.12 MXN,"Title: Optimum Nutrition Gold Standard 100% Whey 5 lbs 73 Servings FREE SHIPPING Price: 59.99 USD Description: Optimum NutritionGold Standard 100% Whey 5 lbsWhey Protein Isolates (WPI) are the purest form of whey protein that currently exists. WPIs are costly to use, but the rate among the best proteins that money can buy. That's why they're the first ingredient you read on the Gold Standard 100% Whey label. By using WPI as the primary ingredient along with premium ultra-filtered whey protein concentrate (WPC), we're able to pack 24 grams of protein into every serving. ON's attention to detail also extends to mixability. This superior quality powder has been instant to mix easily using a shaker cup or just a glass and spoon. There's no doubt that this is the standard by which all other whey proteins are measured.Whey Protein Isolate (WPI) Main IngredientWhey Protein Microfractions from Whey Protein Isolates & Ultra-Filtered Whey Protein ConcentrateOver 4 Grams of Glutamine & Glutamic Acid in Each ServingMore Than 5 Grams of the Naturally Occurring Branched Chain Amino Acids (BCAAs) Leucine, Isoleucine, and Valine in Each ServingThe \""Gold Standard\"" for Protein Quality",0,1,0
"Title: SanDisk 16GB Cruzer Glide USB3.0 Flash Drive Price: 9.00 AUD Description: Fast USB 3.0 performanceSecure and reliable portable storage with USB 3.0 performance and high capacities make it ideal for all your photos, videos, music, and other files. The included SanDisk SecureAccess™ software1provides password-protection to keep private files secure while leaving the rest of the drive available for sharing, while the retractable design safeguards the USB 3.0 connector when the drive is not in use. Plus, you have peace of mind, knowing that your SanDisk USB flash drive is backed by a five-year limited warranty3.Faster than a speeding … USB 2.0 driveUSB 3.0 speeds give you faster transfer speeds2so that you can spend less time waiting and more time on something interesting other than staring at the progress of your status bar.Reliability that you can count onWith drive capacities from 16GB-256GB4, you can depend on the brand that consumers around the world trust to store your music, videos, photos and more.Retractable designNo more hunting for that misplaced cap. The Cruzer Glide 3.0 USB flash drive features an easy-to-use retractable connector so it slides out of harm’s way and doesn’t need a cap.Keep your private stuff privateUse the SanDisk SecureAccess™ software1to password-protect any files that you want to stay private. Then you can still share your other files, worry-free.Plays nicely with USB 2.0 tooDon’t worry, just because it’s got USB 3.0 speeds, it’s backward-compatible so you can still use it with USB 2.0 ports.Disclosures:Password protection uses 128-bit AES encryption and is supported by Windows Windows® 7, Windows 8, Windows 10, and Mac OS X 10.9+ (Software download required for Mac, see www.SanDisk.com SecureAccess) CHINA ONLY: Password protection is supported byWindows® 7, Windows 8, Windows 10, and Mac OS X 10.9+ (Software download required for Mac, see www.SanDisk.com SecureAccess)Read speeds faster than standard USB 2.0 drives (4MB s). USB 3.0 port required. Based on internal testing; performance may be lower depending on host device. 1MB=1,000,000 bytes.Seewww.sandisk.com wug1 GB=1,000,000,000 bytes. Actual user storage less.","Title: Cruzer Glide USB Flashdrive - 32GB Price: 19.99 NZD Description: Secure and reliable portable storage with USB 3.0 performance and high capacities make it ideal for all your photos, videos, music, and other files.",0,0,0
"Title: Gas on Steel Cooktop, 90cm, Flush Fit Description: Designed to fit flush into your kitchen benchtop, this large cooktop creates a seamless look and easy cleaning.","Title: Neff T29DS69N0 90cm 5 Burner FlameSelect Gas Hob - STAINLESS STEEL Price: 479.00 GBP Description: Style and sophistication arrive with the Neff T29DS69N0 92cm gas hob. With five heating areas, two standard, two economy and a wok burner this hob will have you cooking up a feast in no time! Featuring Neff's FlameSelect option, you have complete control over your gas flame level. The flame adapts to any dish. Simply select one of 9 levels and you can see how the flame becomes larger or smaller depending on how you need it. Perfect for boiling, simmering or searing! Sturdy cast iron pan supports and a stunning stainless steel finish ensure fashion and functionality in any kitchen.",0,0,0
Title: Optimum Nutrition Gold Standard 100% Whey Chocolate Coconut - 5 lbs Price: 2061.12 MXN,"Title: Optimum Nutrition Gold Standard Whey Protein Powder Price: 54.99 GBP Description: From runners to rugby players and tennis players to triathletes, whenever any type of athlete trains or competes their muscles need preparing and repairing to put them in the best shape next time out.Help kick starts your muscle growth with Optimum Nutrition’s Gold Standard 100% Whey. The world’s #1 selling whey protein powder delivers24 grams of protein with low levels of fat and 120 calories.5.5 grams of naturally occurring BCAA in each serving4 g glutamine & glutamine acidIngredientsProtein Blend (Whey Protein Isolates*, [Contains Emulsifier: Soy Lecithin], Whey Protein Concentrate*, Whey Peptides*), Flavorings, Cookie Biscuit Crumbs, Wheat Flour, Sugar, All-Vegetable Shortening, Reduced Fat Cocoa Powder, Salt, Raising Agent [Sodium Bicarbonate]), Salt, Stabilizers (Carrageenan, Guar Gum), Sweeteners (Sucralose, Acesulfame Potassium), Enzyme Complex (Amylase, Protease, Cellulase, Beta-D-Galactosidase, Lipase).Ingredients and nutritional values mayvary slightly depending on flavour.NutritionCalories111 KCALProtein24 GCarbohydrate2.4GOf Which Sugars1.3 GFat0.8GOf WhichSaturates0.5 GFibre0.1 GIngredients and nutritional values mayvaryslightly depending on flavour.",0,1,1
"Title: EPSON S041287 premium glossy photo paper 255g m², A4 20vel",Brand: Epson Title: Epson Papir A4 Premium Glossy Photo Paper 255g (50 stk) Price: 330 NOK,0,1,0
Brand: Lezyne Title: Lezyne Lezyne Alloy Floor Drive Price: 79.99 USD,"Title: Lezyne Alloy Floor Drive Pump Standard Length: ABS-1 Chuck, Silver Price: 79.99 USD",0,1,1
"Title: Remo Ambassador Coated Drum Heads Price: 1.375E1 GBP Description: The Ambassador Coated is the most popular Drumhead in the world, featuring the perfect combination of warm, open tones with bright attack and controlled sustain. Constructed with 1-ply 10-mil Coated film, AmbassadorCoated Drumheads are the industry standard for all applications. Available in sizes 6\"" - 40\"".SPECIFICATIONIdeal for Tom, Bass and Snare batter applicationsAvailable in sizes 6\"" - 40\""1-ply 10-mil Coated FilmThe worlds most popular 1-ply Coated DrumheadProvides bright attack and controlled sustain","Title: Remo 8\"" Ambassador Coated Drum Head Price: 14.50 USD Description: Not too thin and not too thick, Remo's Ambassador Coated heads are made from one ply of 10-mil Mylar film that resonates with a long, bright tone. They have a moderate durability - as long as you don't wail on them, they'll treat you well for quite a while. Great for heavier jazz or light-to-medium rock! The coated surface gives the head a slightly muted, darker tone than a clear head.",0,1,1
Title: Disco Duro Externo Seagate Backup Plus Slim - 2TB - USB 3.0 - Mac Win - Plata Price: 1859.00 MXN,"Title: Seagate Backup Plus Slim STHN2000406hard drive - 2 TB - USB 3.0 Price: 68.96 GBP Description: Features mobile backup using the Seagate Mobile Backup AppProtect your stuff with easy, flexible backupsBack up from Facebook and Flickr and share to YouTubeEasy to share files between Windows and Mac computersUSB 3.0 plug-and-play with no bulky power supply adapters",0,1,1
Title: TUDOR BLACK BAY H AUT 2T Price: 121150 MXN,"Title: Tudor Heritage Black Bay Black Dial Men's Watch Price: R 69,900.00 ZAR",0,0,0
