Entity1,Entity2,GPT_only_response,GPT_Travily_response,y_true,ChatGPT40-mini_baseline_y_pred,WebRag_y_pred
Brand: Crucial  Title: Crucial Memory BL2K8G30C15U4RL 16GB (2x8GB) DDR4 3000MT s CL15 Unbuffered DIMM Retail  Price: 97.99 USD  Description: Crucial Memory BL2K8G30C15U4RL 16GB (2x8GB) DDR4 3000MT s CL15 Unbuffered DIMM Retail," Title: Crucial Ballistix RGB 16GB Kit (2 x 8GB) DDR4-3000 Desktop Gaming Memory (Red) | BL2K8G30C15U4RL | Crucial UK  Price: 82.79 GBP  Description: Buy Crucial Ballistix RGB 16GB Kit (2 x 8GB) DDR4-3000 Desktop Gaming Memory (Red) BL2K8G30C15U4RL. FREE US Delivery, guaranteed 100% compatibility when ordering using our online tools.","('No, 80%',)","('Yes, 95%',)",1,0,1
 Title: Black Bay S&G Automatic Men’s Watch  Price: 3070 GBP, Title: Garmin Small wrist band violet  Price: 29.95 NZD  Description: Garmin Small wrist band violet,"('No, 100%',)","('No, 100%',)",0,0,0
"Brand: Victron Energy  Title: Victron Energy BlueSolar PWM Pro Charge Controller 12 24V 5A - SCC010005010  Price: 33.60 GBP  Description: The BlueSolar PWM-Pro series is ready for use with its default settings.It also is fully programmable: With help of a computer and software (available free of charge from our website) With the dedicated BlueSolar Pro Remote Panel (see features below).Features Lighting control function, fully programmable. Three stage battery charging (bulk, absorption, float), fully programmable. Integrated battery monitor function (Remote Panel needed to display state of charge). Load output with low voltage disconnect and manual control (default setting). Optional external temperature sensor. - Load output protected against over load and short circuit. Protected against reverse polarity connection of the solar array and or battery.Day night timing optionsSee Remote Panel manual for details"," Title: Victron Energy BlueSolar PWM Pro - Solar Charge Controllers  Price: 37.74 GBP  Description: The Victron Energy BlueSolar PWM Pro Solar charge controller is in essence a switch that connects a solar array to the battery. The result is that the voltage of the array will be pulled down to near that of the battery.FeaturesProgrammableThe BlueSolar PWM-Pro series is ready for use with its default settings. It also is fully programmable:With help of a computer and softwareWith the dedicated BlueSolar Pro Remote PanelFeaturesLighting control function, fully programmable.Three stage battery charging (bulk, absorption, float), fully programmable.Integrated battery monitor function (Remote Panel needed to display state of charge).Load output with low voltage disconnect and manual control (default setting).Optional external temperature sensor.Load output protected against over load and short circuit.Protected against reverse polarity connection of the solar array and or batteryFurther InformationVictron Energy BlueSolar PWM Pro - Solar Charge Controllers - Data SheetVictron Energy BlueSolar PWM Pro - Solar Charge Controllers - User Manual","('Yes, 90%',)","('Yes, 95%',)",0,1,1
" Title: G04Ti Metal Disc Brake Pads  Price: 34.99 CAD  Description: Shimano G04Ti Metal Disc Brake Pads deliver superlight, long-lasting braking power.- Fits XTR BR-M9000, BR-M9020, BR-M985, XT BR-M8000, BR-M785, SLX BR-M666, Alfine BR-S700 and BR-R785,..."," Title: SIG Sauer ROMEO Zero Reflex Sight - 6 MOA  Price: $199.99 USD  Description: DetailsThe SIG Sauer ROMEO Zero red dot sight features an ultra-compact, lightweight, and durable design optimized for compact and sub compact concealed carry pistols. Unlike other pistol red dot sights, the ROMEO Zero is fully made from reinforced polymer including the lens which has been teste to withstand up to 10 times the impact force that a traditional glass lens can withstand. It features a highly efficient LED emitter that is 8 times more efficient than other red dots and can last up to 10 years on a single CR1632 battery. Additionally, the MOTAC motion activated system will turn off the 6 MOA red dot when sitting still and will automatically turn on the moment your pistol begins to move. An integrated rear sight is compatible with the standard front sight on the SIG P365 handguns allowing you to use your iron sights as an indexing point to quickly find the red dot.Compatible Mounts:Shield RMS-cJ-PointNot compatible with ROMEO1 mountsFeatures:6 MOA dot reticlePolymer body and lensSpectraCoat HD lens coatingOptimized for slim or sub compact pistols8 brightness adjustment settingsMOTAC motion activated LED10 year 20,000 hour battery lifeSig Sauer is a world-renowned firearms manufacturer with a rich history of innovation and design leadership. No other firearms manufacturer is so highly regarded and so universally respected for the quality, reliability, and safety of its products. Since 1864 they have expanded their product line to include suppressors, optics, ammo, and airguns to provide customers with a greater range of firearms and equipment.See More","('No, 95%',)","('No, 100%',)",0,0,0
 Title: Ubiquiti Networks UAP-AC-LITE Access point - Wit  Price: 8.349E1 EUR  Description: AC Access Point UniFi WiFi AC1200 PoEincl. PoE adapter and bracket,Brand: UbiQuiti  Title: UbiQuiti Unfi UAP-AC-Lite Drahtlose Basisstation  Price: 96.84 EUR,"('Yes, 90%',)","('Yes, 95%',)",0,1,1
" Title: Ray Ban N a 4184 Sunglasses  Price: 179.0 USD  Description: These Ray-Ban Sun frames feature a Square shape perfect for round or oval shaped faces. The frames feature a Full Rim design and a flex hinge for added comfort. These sunglasses are designed for the bold, independent, individuals who want to show-off their unique style and personality.", Title: Ray-Ban Sunglass - Round Style Light Havana Tortoise frame with Gradient Brown Lens - RB4184 710 83  Price: 8.999E1 USD  Description: Product SpecificationRay-Ban Unisex Round Style Sunglass Having Light Havana Tortoise Color Plastic Frame With Gradient Brown Lens ColorBrand: Ray-BanModel: RB4184Style: RoundGender: UnisexFrame Color: Light Havana TortoiseLens Color: Gradient brownLens Technology: PolarizedProtection: 100% UVFrame Material: PlasticFrame Type: Full RimSku: RB4184 710 83Accessories: Full Retail Package*Buy with Confidence 100% Authentic,"('No, 80%',)","('No, 80%',)",1,0,0
" Title: Deore XT BL-M8100 BR-M8120 Disc Brake and Lever  Price: 209.99 USD  Description: With a focus on reduced weight and cross-country tuned stopping power, Shimano Deore XT brakes provide intuitive modulation so that you can explore your limits with confidence. The levers feature...","Brand: Shimano  Title: Shimano Shimano Deore XT BL-M8100 BR-M8100 Disc Brake and Lever - Rear, Hydraulic, Post Mount, 2-Piston, Black  Price: 154.99 USD","('Yes, 90%',)","('No, 70%',)",0,1,0
" Title: Ray-Ban Unisex RB2168-954-3350 Meteor Classic 50mm Stripped Havana Sunglasses  Price: 94.99 USD  Description: This sleek frame takes the iconic look of the Wayfarer and brings it full-circle for the modern age. With its slim acetate frame and skinny temples, the Wayfarer II delivers an aura of cool sophistication, enhanced with green or brown lenses, and even with eye-catching Evolve gradients.Condition: NewWarranty: 30 Day WarrantyFeatures: Frame material: AcetateFrame color: Yellow Havana; BlackLenses: Orange Photochromic EvolveLens Category: 2Shape: PhantosSize lens-bridge: 55 18Temple Length: 145Packaging: RetailWhat you get: One [1] Ray-Ban Unisex RB2168-954-3350 Meteor Classic 50mm Stripped Havana Sunglasses", Title: RAY BAN RB2168 901 31,"('No, 70%',)","('No, I am 85% certain.',)",1,0,0
" Title: Autel Robotics EVO 2 Battery (600002020)  Price: 219.00 USD  Description: The Autel Robotics EVO 2 Intelligent Flight Battery, with a rated capacity of 82 Wh, has high-energy-density polymer lithium-ion cells. Its cells, powered by laminated cell technology, which greatly reduces the internal resistance and improves the available capacity of the battery, provide an excellent battery life of 40 min. The built-in Autel intelligent battery management system intelligently monitors battery power and various states of the battery, and can accurately calculate the remaining battery life to guarantee flight safety. It has multiple safety protections to prevent overcharge, over-discharge, over-current, over-temperature, under-temperature, short circuit, etc. It also enables static equalization, self-discharge storage mode, and ultra-low power mode."," Title: G04Ti Metal Disc Brake Pads  Price: 34.99 CAD  Description: Shimano G04Ti Metal Disc Brake Pads deliver superlight, long-lasting braking power.- Fits XTR BR-M9000, BR-M9020, BR-M985, XT BR-M8000, BR-M785, SLX BR-M666, Alfine BR-S700 and BR-R785,...","('No, 100%',)","('No, 99%',)",0,0,0
" Title: PEAK DESIGN Everyday Sling 10L  Price: 1349.0 HKD  Description: ColorwayWhile this bag has been designed with the minimalist in mind, there is three types of colors for you to choose which is Ash, Black and Charcoal. You can find a color to match your style.IMPRESSIVE CAPACITYMade for your essential gear, it can hold a DSLR or mirrorless camera body with 2-3 lenses, a 13″ laptop or tablet, and a tripod or monopod attached to the outside of the bag via the compression straps.Well OrganizationTwo touch-fastening FlexFold dividers can be positioned according to your contents for customizable configurations. An expandable external pocket allows for quick access to small, often used items like your smartphone, wallet, and keys. The main compartment has several slip pockets where you can store cords, spare batteries, and pens.WeatherproofWeatherproof 400D nylon canvas shell with high-density padding is DWR impregnated and poly-coated twice on both sides. Premium weatherproof exterior zippers.Hypalon-reinforced and bar-tacked stress points. Soft, durable mixed-cotton twill interior for protection, durability and a luxurious feel. The Ash Sling replaces Hypalon touchpoints with natural NuBuck leather. All-custom anodized aluminum hardware.", Title: Peak Design - Everyday Camera Sling v2 10L - By Peak Design  Price: 1.4995E2 USD  Description: Minimalist camera Everyday Sling v2 10L from Peak Design. Redesigned for more durability and sustainability. Available at Shop Moment.,"('Yes, 95%',)","('Yes, 95%',)",0,1,1
" Title: Lezyne Alloy Floor Drive Pump Standard Length: ABS-1 Chuck, Silver  Price: 79.99 USD"," Title: Lezyne Alloy Floor Drive 3.5 Floor Pump Abs-1 Pro Chuck  Price: 79.99 USD  Description: * High-pressure floor pump* Oversized 85 mm (3.5 in.) gauge* Accurate at both low and high pressure* CNC-machined aluminum barrel and base, steel piston, aluminum and varnished wood handle* Presta and Schrader compatible with out flipping the chuck* Anodized, high polish finish* Max pressure: 220 psi   15 bar* Head: ABS-1 Pro","('Yes, 90%',)","('No, 70% certain.',)",0,1,0
Brand: Garmin  Title: Garmin STRIKER 4 Fishfinder Worldwide Version w 77 200kHz - 4-Pin Transducer w Transom & Trolling Motor Mounts  Price: 119.99 USD  Description: Condition: New,"Brand: GARMIN  Title: GARMIN Garmin Striker 4 FishfinderQuickdraw Contour  Price: 159.99 CAD  Description: Finding fish is easier than ever with STRIKER 4 fishfinder. Mark and return to your hot spots, boat ramps and docks, and share your favorite waypoints and routes with other STRIKER and echoMAP™ combos. Smooth Scaling™ graphics provide uninterrupted imager","('Yes, 85%',)","('Yes, 90%',)",0,1,1
 Title: Canon EF 70-200mm f 4L IS USM Telephoto Zoom Lens  Price: 957.00 GBP  Description: Featuring the very finest in L-series optical technology to deliver outstanding optical performance and operability,Brand: Nikon  Title: Nikon EN-EL9a Li-Ion Battery for D3000 and D5000 DSLR cameras  Price: 54.16 GBP  Description: The Nikon EN-EL9a Battery is a spare or replacement battery for the Nikon .,"('No, 100%',)","('No, 100%',)",0,0,0
" Title: REMO P861P Pinstripe Clear 18\"" Drumhead  Price: 40.00 EUR  Description: The clear drumhead is Remo’s brightest and most open sounding head. They’re known for their bright tones, resonance, and sustain. Clear heads are best known as batter and resonant heads opening up the sound of tom-toms and bass drums.Clear Pinstripe® heads are made with two 7-mil Mylar® plies, and have quick decay, making them ideal heads for the “fat” sounds of Pop, Rock and R&B and for those who want a low pitched sound with moderate attack and response characteristics. If you have a question you can click here"," Title: Remo 14\"" Pinstripe Clear Tom  Snare  Floor Tom Head.  Price: 26.00 GBP  Description: Remo 14\"" Pinstripe Clear Tom  Snare  Floor Tom HeadThe Remo clear Pinstripeheads are made up of two 7-mil Mylar plies, and have quick decay, making them the head of choicefor the “fat” sounds of Pop, Rock and R&B and for those who want a low pitched sound with moderate attack and response characteristics.Code:PS-0314-00","('No, 85%',)","('No, 85%',)",0,0,0
" Title: APC Smart-UPS X 120V External Battery Pack Rack Tower  Price: 1989.17 AUD  Description: Output • Battery Output Voltage: 120Batteries & Runtime • Battery type: Maintenance-free sealed Lead-Acid battery with suspended electrolyte: leakproof • Battery mounting: Enclosed battery cartridge • Battery manufacturer: -- • Expected Battery Life (years): 3 - 5 • RBC Quantity: 2 • Battery blocks per string: 10 • Battery Volt-Amp-Hour Capacity: 1200Physical • Maximum Height: 85 mm, 8.5 cm • Maximum Width: 432 mm, 43.2 cm • Maximum Depth: 667 mm, 66.7 cm • Rack Height: 2 U • Net Weight: 56.36 kg • Shipping weight: 63.64 kg • Shipping Height: 243 mm, 24.3 cm • Shipping Width: 596 mm, 59.6 cm • Shipping Depth: 869 mm, 86.9 cm • Color: Black • Units per Pallet: 8.0Environmental • Operating Environment: 0 - 40 °C • Operating Relative Humidity: 0 - 95% no % • Operating Elevation: 0-3000 meters • Storage Temperature: -15 - 45 °C • Storage Relative Humidity: 0 - 95% no % • Storage Elevation: 0-15000 metersConformance • Standard warranty: 2 years repair or replaceSustainable Offer Status • RoHS: Compliant • REACH: REACH: Contains No SVHCs • PEP: Available in Documentation tab • EOLI: Available in Documentation tabAPC Smart-UPS X 120V External Battery Pack Rack TowerWarranty: 12 months Size: 100x100x100 mm Weight: 66 Kg","Brand: APC  Title: APC By Schneider Electric APC Smart-ups 1500va Lcd Rm 2u 120v  Price: 999.99 USD  Description: Apc By Schneider Electric Apc Smart-ups 1500va Lcd Rm 2u 120vAPC Smart-UPS 1500VA LCD RM 2U 120VPower   Device Type:UPS Voltage Output:120 V AC Nominal Power   Voltage Required:120 V AC Nominal; 110 V AC Features:Optional; 1 x SmartSlot; American Power Conversion CorpResettable Circuit BreakersFull time multi-pole noise filtering : 0.3% IEEE surge let-through : zero clamping response time;Smart-UPS SMT1500RM2U 1440VA Rack-mountable UPSCD with SoftwareDocumentation CDInstallation GuideRack Mounting Support RailsSmart UPS Signaling RS-232 CableUSB Cable6 x NEMA 5-15R Width:432 Mm Depth:457 Mm Height:89 Mm Compliant Standards:CSAFCC Part 15 Class AUL 1778UL 1449Header   Model:SMT1500RM2U Power   Provided (W):TBD Power Provided (VA):1500 VA Battery Type:TBD Battery Technology:""Maintenance Free, Sealed, Spill Proof Lead Acid User Replaceable Hot-swappable"" Battery   Run Time:0.12 Hour 1 kW Full Load Interfaces & Connections:USB Output Connector(s):NEMA 5-15P Product Line:Smart-UPS Service & Support Type:3 years repair or replace (excluding battery) and 2 year for battery RoHS:REACH Energy Star Compliant:Y Smart-UPS SMT1500RM2U 1440VA Rack-mountable UPSManufacturerAmerican Power Conversion CorpManufacturer Part NumberSMT1500RM2UManufacturer Website Addresshttp:  www.apc.comBrand NameAPCProduct LineSmart-UPSProduct ModelSMT1500RM2UProduct NameSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSProduct TypeLine-interactive UPSPlug Connector TypeNEMA 5-15PReceptacles6 x NEMA 5-15REmergency Power OFFOptionalLoad Capacity (VA)1440 VALoad Capacity (Watt)1000 WInput Voltage110 V ACOutput Voltage120 V ACSerial PortYesUSBYesTotal Number of Expansion Slots1Battery CharacteristicsMaintenance-free, Sealed, Spill-proofBattery ChemistryLead AcidBackup Run Time (Full Load)7 MinuteBackup Run Time (Half Load)26 MinuteMaximum Battery Recharge Time3 HourHot SwappableYesHeight3.5\\""Width17\\""Depth18\\""Rack Height2UForm FactorRack-mountableWeight (Approximate)63 lbPackage ContentsSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSCD with SoftwareDocumentation CDInstallation GuideRack Mounting Support RailsSmart UPS Signaling RS-232 CableUSB CableCertifications & StandardsCSAFCC Part 15 Class AUL 1778UL 1449Green CompliantYesGreen Compliance Certificate AuthorityREACHGreen Compliance Certificate AuthorityRoHSLimited Warranty3 Year Smart-UPS SMT1500RM2U 1440VA Rack-mountable UPSManufacturerAmerican Power Conversion CorpManufacturer Part NumberSMT1500RM2UManufacturer Website Addresshttp:  www.apc.comBrand NameAPCProduct LineSmart-UPSProduct ModelSMT1500RM2UProduct NameSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSProduct TypeLine-interactive UPSPlug Connector TypeNEMA 5-15PReceptacles6 x NEMA 5-15REmergency Power OFFOptionalLoad Capacity (VA)1440 VALoad Capacity (Watt)1000 WInput Voltage110 V ACOutput Voltage120 V ACSerial PortYesUSBYesTotal Number of Expansion Slots1Battery CharacteristicsMaintenance-free, Sealed, Spill-proofBattery ChemistryLead AcidBackup Run Time (Full Load)7 MinuteBackup Run Time (Half Load)26 MinuteMaximum Battery Recharge Time3 HourHot SwappableYesHeight3.5\""Width17\""Depth18\""Rack Height2UForm FactorRack-mountableWeight (Approximate)63 lbPackage ContentsSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSCD with SoftwareDocumentation CDInstallation GuideRack Mounting Support RailsSmart UPS Signaling RS-232 CableUSB CableCertifications & StandardsCSAFCC Part 15 Class AUL 1778UL 1449Green CompliantYesGreen Compliance Certificate AuthorityREACHGreen Compliance Certificate AuthorityRoHSLimited Warranty3 Year APC By Schneider Electric APC Smart-ups 1500va Lcd Rm 2u 120v","('No, 85%',)","('No, 70%',)",0,0,0
" Title: 26x1.75-2.5\"" Schrader Valve Tube  Price: 8.00 USD  Description: 26x1.75-2.5","Brand: Continental  Title: Schlauch Conti MTB 26 26x1.75 2.50\"" 47 62-559 AV 40mm  Price: 5 EUR  Description: CONTINENTALSchlucheAutoventilHerstellernummer: 181611EAN: 4019238556698google_merchant_with_skonto: 1unicorn|real|RepricerMinimumPriceAbsolute: 6.77000000","('No, 70%',)","('No, 70%',)",1,0,0
" Title: Seagate 2TB Exos 7E8 SATA 6Gb s 512n 3.5\"" Enterprise Hard Drive  Price: 132.48 USD"," Title: HP Seagate 4TB 7.2K 3.5\"" 6G SP SATA ST4000NM0033 HDD Hard Drive HPE  Price: 443.00 USD  Description: Specifications: Brand- HP HP Model Number(s)- MB4000GDMTH Seagate Model Number(s)- ST4000NM0033 Capacity- 4TB Form Factor- 3.5\"" LFF Interface Type- SATA Data Transfer Rate- 6 Gbps Spindle Speed- 7,200 RPM Condition- This item is certified to be in Grade A condition, cosmetically perfect, and tested by our experts to be ready for use!Disclaimer: Pictures may not be an exact representation of the part.Return Policy:Not completely satisfied with your purchase? Give us a call within 30 days to take advantage of our complimentary 30-Day Guarantee!**Please note: some exclusions apply, see our full return policy here.Compatibility: Give us a call to find out more about compatiblity for this item!","('No, 90%',)","('No, 70%',)",0,0,0
" Title: Whirlpool 30-inch,6.4 cu ft, Electric Freestanding Range with 5 Elements  Price: 2449.99 CAD  Description: DescriptionFeaturesAdditional InfoVoice control lets you go hands-free so you can still get other things done. Plus, cut out routine steps and skip preheating with Frozen Bake™technology, to get dinner on the table faster1.Smart ApplianceCare for your family from your smartphone or tablet.3Multi-Step CookingMake multi-step meals more simple. Use your smartphone or tablet to send multiple cooking instructions to the oven all at once4. The temperature automatically adjusts based on the recipe you enter for great results without having to monitor your meal.Fingerprint-ResistantHide fingerprints and smudges with steel that easily wipes clean. Available in Black Stainless and Stainless Steel colors.Frozen Bake™ TechnologySkip preheating and cook frozen favorites like pizza and lasagna faster5 with preprogrammed settings that automatically adjust cooking times for you.True Convection CookingCook foods faster6 with the addition of a third element plus a fan that distributes hot air evenly over, under and around food so dinner is ready when they are.FlexHeat™ Triple Radiant ElementGet three elements in one with a 6\"" inner ring that's great for smaller pots and pans, and 9\"" and 12\"" outer rings that make room for larger cookware.FlexHeat™ Dual Radiant ElementGet two elements in one with a 6\"" inner ring that's great for smaller pots and pans and a 9\"" expandable outer ring that makes room for larger cookware.Nest Learning Thermostat™ IntegrationIntegrate your Nest Learning Thermostat™ with the mobile app to be alerted if your oven is left on while you're away7.Remote StartWith remote start enabled, use your smartphone or tablet to remotely turn your oven on so it's heated up and ready to cook meals when you are10109.Party ModeStart preparing for guests from your smartphone or tablet. With remote start enabled, this mode automatically turns on the Keep Warm setting so dishes stay ready to serve8.Control Lock ModeUse your smartphone or tablet to remotely disable the control panel to avoid unintended use11.Enhanced TroubleshootingGet immediate support for quick solutions by using your smartphone or tablet to access troubleshooting videos12.Guided ServiceKeep track of scheduled appointments and make sure issues are known using the mobile app to send data from the appliance directly to Whirlpool brand customer service13.Sabbath ModeThis range is designed to meet the needs of those who are kosher and Sabbath observant. When Sabbath mode is enabled, the oven is set to remain on the \""Bake\"" setting at a constant temperature until it's manually turned off2. In addition, displays, tones and all other cooking and cleaning cycles are disabled. The oven light will also not activate when the oven door is opened and heating elements will not immediately turn on or off.AquaLift Self-Cleaning TechnologyTemperature SensorGet evenly-baked food with a sensor that monitors oven temperature and adjusts the cooking elements.Rapid PreheatSave time with 20% faster preheating1514. A rear fan combined with the use of all of the elements helps to heat the oven quickly.6.4 cu. ft. CapacityEasily make large family meals with 6.4 cu. ft. capacity.Easy-Wipe Ceramic Glass CooktopWiping up spills is simple with the easy-to-clean cooktop.Large Oven WindowKeep an eye on your meal through the large oven window.Max Capacity RackMake plenty of room for large items with a max capacity rack.Hidden Bake ElementGet easier oven cleaning with a hidden bake element.Dishwasher-Safe KnobsRemove the dishwasher-safe knobs for easier cleaning.Designed, engineered and assembled in the U.S.A. with American Pride"," Title: Neff T29DS69N0 90cm 5 Burner FlameSelect Gas Hob - STAINLESS STEEL  Price: 479.00 GBP  Description: Style and sophistication arrive with the Neff T29DS69N0 92cm gas hob. With five heating areas, two standard, two economy and a wok burner this hob will have you cooking up a feast in no time! Featuring Neff's FlameSelect option, you have complete control over your gas flame level. The flame adapts to any dish. Simply select one of 9 levels and you can see how the flame becomes larger or smaller depending on how you need it. Perfect for boiling, simmering or searing! Sturdy cast iron pan supports and a stunning stainless steel finish ensure fashion and functionality in any kitchen.","('No, 85%',)","('No, 90%',)",0,0,0
" Title: ASUS MB169B+ 39,6 cm (15.6\"") 1920 x 1080 Pixels Full HD LED Zwart, Zilver  Price: 234.00 EUR  Description: 39.624 cm (15.6"," Title: ASUS MB16AC computer monitor 39,6 cm (15.6\"") 1920 x 1080 Pixels Full HD LED Grijs  Price: 281.00 EUR  Description: USB Type-C, 220cd m², 0.8kg, 39.624 cm (15.6","('No, 85%',)","('No, 75%',)",0,0,0
Brand: Epson  Title: Epson ERC-28 Ribbon - Black  Price: 6.76 GBP  Description: Dot Matrix - 1, Title: Dutch Doobadoo Dutch Box Art stencil Merci A4  Price: 4.95 EUR,"('No, 95%',)","('No, 99%',)",0,0,0
"Brand: Targus  Title: Targus Privacy Screen 12.1\""W Anti-glare screen protector Desktop Laptop Universal 1 pc(s)  Price: 41.556001 GBP"," Title: Targus ASM12MBGL Antireflectiescherm MacBook 12\"" 1stuk(s) schermbeschermer  Price: 35.83 EUR  Description: - Protect your on-screen data, Privacy Screens block angled viewing from prying eyes- Magnetic screens easy to attach, remove and reattach. No tools, no adhesives, no installation required- Blue light filter: Targus Privacy Screens reduce blue light for better protection and reading comfort- Anti-glare non-reflective screen to prevent eyestrain- Fingerprint proof- Also acts as a screen protectorKeep your business your business with a Targus Magnetic Privacy Screen for MacBook. Working life has become more mobile and increasingly we are working in busy public spaces such as cafés, airports or shared offices. Privacy Screens ensure you can work comfortably with confidential information wherever you are by narrowing the viewing angle on your device so on-screen data can only be seen clearly from directly in front of it. Targus Magnetic Privacy Screens effortlessly attach to your MacBook via a small metal strip which connects to the magnet in the laptop frame. The anti-glare non-reflective screen ensures you can work comfortably even in bright, high glare environments. Prolonged exposure to blue light, such as the light of your device screen, can have a harmful effect on your health so Targus Privacy Screens also include a blue light filter for ease and wellbeing when using your device for extended periods.","('Yes, 85%',)","('No, 70%',)",0,1,0
 Title: JOHNNIE WALKER GOLD BLENDED SCOTCH 1 Litre  Price: 268.33 XCD,"Brand: Johnnie Walker  Title: Johnnie Walker Blue Label Blended Scotch Whisky 750ml Bottle  Price: 192.97 USD  Description: Johnnie Walker Blue Label is the epitome of blending. Designed to reflect the style of whiskies in the early 19th century, Blue Label is created using some of Johnnie Walker's rarest casks.A blend of both grain and malt whiskeys from different distilleries, Blue Label has legions of avid supporters and detractors alike.…","('No, 90%',)","('No, 75%',)",0,0,0
" Title: uni POSCA Acrylic Paint Marker - PC-3M Fine - 16 Color Set  Price: 41.40 USD  Description: The POSCA Acrylic Paint Marker PC-3M Fine 16 Color Set contains black, white, red, yellow, blue, light blue, green, light green, pink, orange, violet, beige, grey, brown, gold and silver.", Title: Uni Posca Marker PC-3M 0.9-1.3MM Brown  Price: 18.37 TRY,"('No, 85%',)","('No, I am 85% certain.',)",0,0,0
" Title: 12 GAUGE WINCHESTER SUPER TARGET 2-3 4\"" #8 SHOT (25 ROUNDS)  Price: 10.25 USD  Description: This trap and skeet load from Winchester's Super Target series delivers reliable clay-busting performance with every shot. Each shell in this box of 25 fires a one ounce column of #8 shot at a muzzle velocity of 1,180 feet per second, producing nice tight patterns without punishing recoil.Winchester Super Target shells are loaded in Oxford, Mississippi and use high quality powder and hinged wads that provide better accuracy.Place an order for $99 or more and enjoy free shipping from AmmoMan.com!", Title: Winchester Shotshells Super Target 12 Gauge 2.75in 1-1 8oz #8-Shot 25 Rounds [TRGT12M8]  Price: 6.99 USD  Description: Winchester Shotshells Super Target 12 Gauge 2.75in 1-1 8oz #8-Shot 25 Rounds [TRGT12M8]...,"('Yes, 90%',)","('Yes, 85%',)",0,1,1
" Title: Ernie Ball Mega Slinky 2213 Nickel Guitar Strings Set, 10.5-48  Price: 6.99E0 GBP  Description: Make the strings sing. The Ernie Ball Mega Slinky 2213 Nickel Guitar Strings Set offers a fresh playing experience for the modern guitarist. With new gauges for a feel like no other, your fingers will soon be sailing over each fret in complete comfort. Mega Slinky strings offer the classic Slinky feel, but are slightly thicker without changing tension and touch too much. They strike the perfect balance – slim but with slightly more thickness for greater control and excellent sustain. Bends will sound crystal clear, and each note you play will have solid definition.Unrivalled performance. The wound strings are wrapped in nickel-plated steel for the ultimate durability. You'll find that they will withstand all the punishment you throw at them – and still stand strong. The plain strings are made from tin-plated high carbon steel for increased strength balanced with maximum playability. Are you ready to play? Then Primo Slinkys are ready for you.", Title: AAA Replica Omega Seamaster 300 Master Co-Axial 41mm Mens Watch 233.32.41.21.01.002  Description: AAA Replica Omega Seamaster 300 Master Co-Axial 41mm Mens Watch 233.32.41.21.01.002 for sale from China with good prices.,"('No, 100%',)","('No, 100%',)",0,0,0
 Title: Epson Premium Glossy Photo A4 Paper (Pack of 50) C13S041624  Price: 36.11  Description: Epson A4 Photo Paper 255Gsm Premium Glossy White 50 Sheets," Title: Remo 16\"" CS Coated Floor Tom Head  Price: 24.90 GBP  Description: Remo 16\"" CS Coated Floor Tom Head.This Remo Coated Controlled Sounddrumhead isalso known as the CS series. These Remo drumheads boastmedium and heavy-duty characteristics. With the outerarea of the head’s playing surface. The Remo 16\"" CS Coated Snare head offers up mid-range tones and sensitivity to the player.Code:CS-0116-10","('No, 99%',)","('No, 95%',)",0,0,0
 Title: Philips TL5 HE 14W 830 (MASTER) | 55cm - Varm Vit, Title: PH TL-5 35W 830 HE  Price: 55 CZK,"('No, 70%',)","('No, 80%',)",0,0,0
 Title: Netgear Business 2x2 DualBand Wls-AC Access Point  Price: 196.43 EUR, Title: Wireless-ac n Dual Radio Access  Price: 127.484388 EUR  Description: Wireless-ac n Dual Radio Access POINT WITH POE IN,"('No, 70%',)","('No, 90%',)",0,0,0
 Title: 5J.J2D05.011 BenQ Projector Lamp Replacement  Price: 222.46 USD  Description: 5J.J2D05.011 BenQ Projector Lamp Replacement. Projector Lamp Assembly with High Quality Genuine Original Philips UHP Bulb Inside., Title: Apple Smart Cover for 10.5‑inch iPad Air - Charcoal Gray  Price: 5.4E1 EUR,"('No, 100%',)","('No, 100%',)",0,0,0
Brand: Cisco  Title: Cisco WiFi AP Dual Radi 802.11acWAP150-E-K9-EU  Price: 0  Description: Cisco WiFi AP Dual Radi 802.11acWAP150-E-K9-EU," Title: SG500-52-K9-NA Cisco SG500-52 Stackable Managed Switch, 48 Gigabit and 4 Gigabit Ethernet Ports (Refurb)  Price: 198.00 USD  Description: REFURBISHED - Cisco Small Business 500 Stackable Managed Switch - 48 port - 48 10 100 1000 ports, 2 x combo Gigabit Ethernet and 2 x 1GE 5GE SFP (SG500-52-K9-NA)","('No, 95%',)","('No, 95%',)",0,0,0
